time_ms,src,dst,direction,distance_km,delay_ms,jitter_ms,loss_pct,bw_mbps,max_queue_pkt,type,status
429900,SAT_63194,SAT_56556,BIDIR,235.172,0.78,0.078,0.0,100,13,SAT-SAT,UP
429900,SAT_63194,SAT_47733,BIDIR,235.418,0.78,0.078,0.0,100,13,SAT-SAT,UP
429900,SAT_63194,SAT_46681,BIDIR,258.116,0.86,0.086,0.0,100,14,SAT-SAT,UP
429900,SAT_63194,SAT_59924,BIDIR,264.593,0.88,0.088,0.0,100,14,SAT-SAT,UP
429900,SAT_63194,SAT_63587,BIDIR,357.834,1.19,0.119,0.0,100,19,SAT-SAT,UP
429900,SAT_63194,SAT_54055,BIDIR,364.643,1.22,0.122,0.0,100,20,SAT-SAT,UP
429900,SAT_63194,SAT_55287,BIDIR,369.388,1.23,0.123,0.0,100,20,SAT-SAT,UP
429900,SAT_63194,SAT_62898,BIDIR,385.744,1.29,0.129,0.0,100,21,SAT-SAT,UP
429900,SAT_63194,SAT_67513,BIDIR,390.24,1.3,0.13,0.0,100,21,SAT-SAT,UP
429900,SAT_63194,SAT_67339,BIDIR,425.221,1.42,0.142,0.0,100,23,SAT-SAT,UP
429900,SAT_63194,UAV_02,BIDIR,425.658,1.42,0.142,0.0,20,10,SAT-UAV,UP
429900,SAT_63194,GS_01,BIDIR,426.504,1.42,0.142,0.0,20,10,SAT-GS,UP
429900,SAT_63194,UAV_01,BIDIR,426.532,1.42,0.142,0.0,20,10,SAT-UAV,UP
429900,SAT_63194,UAV_03,BIDIR,427.215,1.42,0.142,0.0,20,10,SAT-UAV,UP
429900,SAT_63194,SAT_60935,BIDIR,427.216,1.42,0.142,0.0,100,23,SAT-SAT,UP
429900,SAT_63194,SAT_54080,BIDIR,433.001,1.44,0.144,0.0,100,24,SAT-SAT,UP
429900,SAT_63194,SAT_55455,BIDIR,434.037,1.45,0.145,0.0,100,24,SAT-SAT,UP
429900,SAT_63194,SAT_55451,BIDIR,486.066,1.62,0.162,0.0,100,27,SAT-SAT,UP
429900,SAT_63194,SAT_57925,BIDIR,500.204,1.67,0.167,0.0,100,27,SAT-SAT,UP
429900,SAT_60935,SAT_62898,BIDIR,165.246,0.55,0.055,0.0,100,10,SAT-SAT,UP
429900,SAT_60935,SAT_58154,BIDIR,173.585,0.58,0.058,0.0,100,10,SAT-SAT,UP
429900,SAT_60935,SAT_57925,BIDIR,181.905,0.61,0.061,0.0,100,10,SAT-SAT,UP
429900,SAT_60935,SAT_67339,BIDIR,199.622,0.67,0.067,0.0,100,11,SAT-SAT,UP
429900,SAT_60935,SAT_55455,BIDIR,232.656,0.78,0.078,0.0,100,12,SAT-SAT,UP
429900,SAT_60935,SAT_64911,BIDIR,290.354,0.97,0.097,0.0,100,16,SAT-SAT,UP
429900,SAT_60935,SAT_55287,BIDIR,315.077,1.05,0.105,0.0,100,17,SAT-SAT,UP
429900,SAT_60935,SAT_54080,BIDIR,345.22,1.15,0.115,0.0,100,19,SAT-SAT,UP
429900,SAT_60935,SAT_48370,BIDIR,386.777,1.29,0.129,0.0,100,21,SAT-SAT,UP
429900,SAT_60935,SAT_47733,BIDIR,411.09,1.37,0.137,0.0,100,22,SAT-SAT,UP
429900,SAT_60935,SAT_66404,BIDIR,448.6,1.5,0.15,0.0,100,24,SAT-SAT,UP
429900,SAT_60935,UAV_03,BIDIR,533.159,1.78,0.178,0.0,20,10,SAT-UAV,UP
429900,SAT_60935,UAV_01,BIDIR,533.961,1.78,0.178,0.0,20,10,SAT-UAV,UP
429900,SAT_60935,GS_01,BIDIR,534.165,1.78,0.178,0.0,20,10,SAT-GS,UP
429900,SAT_60935,UAV_02,BIDIR,534.221,1.78,0.178,0.0,20,10,SAT-UAV,UP
429900,SAT_60935,SAT_67513,BIDIR,550.811,1.84,0.184,0.0,100,30,SAT-SAT,UP
429900,SAT_60935,SAT_54055,BIDIR,557.069,1.86,0.186,0.0,100,30,SAT-SAT,UP
429900,SAT_60935,SAT_56556,BIDIR,602.632,2.01,0.201,0.0,100,33,SAT-SAT,UP
429900,SAT_65689,SAT_59534,BIDIR,173.228,0.58,0.058,0.0,100,10,SAT-SAT,UP
429900,SAT_65689,SAT_54055,BIDIR,196.831,0.66,0.066,0.0,100,10,SAT-SAT,UP
429900,SAT_65689,SAT_59756,BIDIR,390.03,1.3,0.13,0.0,100,21,SAT-SAT,UP
429900,SAT_65689,SAT_66404,BIDIR,400.867,1.34,0.134,0.0,100,22,SAT-SAT,UP
429900,SAT_65689,SAT_60446,BIDIR,429.454,1.43,0.143,0.0,100,23,SAT-SAT,UP
429900,SAT_65689,SAT_55451,BIDIR,433.874,1.45,0.145,0.0,100,24,SAT-SAT,UP
429900,SAT_65689,SAT_67339,BIDIR,472.586,1.58,0.158,0.0,100,26,SAT-SAT,UP
429900,SAT_65689,SAT_63194,BIDIR,507.421,1.69,0.169,0.0,100,28,SAT-SAT,UP
429900,SAT_65689,SAT_55455,BIDIR,511.547,1.71,0.171,0.0,100,28,SAT-SAT,UP
429900,SAT_65689,SAT_62898,BIDIR,512.169,1.71,0.171,0.0,100,28,SAT-SAT,UP
429900,SAT_65689,SAT_48370,BIDIR,520.459,1.73,0.173,0.0,100,28,SAT-SAT,UP
429900,SAT_65689,SAT_56556,BIDIR,537.489,1.79,0.179,0.0,100,29,SAT-SAT,UP
429900,SAT_65689,UAV_03,BIDIR,540.603,1.8,0.18,0.0,20,10,SAT-UAV,UP
429900,SAT_65689,UAV_01,BIDIR,540.778,1.8,0.18,0.0,20,10,SAT-UAV,UP
429900,SAT_65689,GS_01,BIDIR,540.811,1.8,0.18,0.0,20,10,SAT-GS,UP
429900,SAT_65689,UAV_02,BIDIR,541.269,1.8,0.18,0.0,20,10,SAT-UAV,UP
429900,SAT_65689,SAT_67325,BIDIR,548.851,1.83,0.183,0.0,100,30,SAT-SAT,UP
429900,SAT_65689,SAT_63587,BIDIR,562.188,1.87,0.187,0.0,100,31,SAT-SAT,UP
429900,SAT_65689,SAT_58154,BIDIR,588.934,1.96,0.196,0.0,100,32,SAT-SAT,UP
429900,SAT_54055,SAT_55451,BIDIR,334.734,1.12,0.112,0.0,100,18,SAT-SAT,UP
429900,SAT_54055,SAT_59534,BIDIR,347.966,1.16,0.116,0.0,100,19,SAT-SAT,UP
429900,SAT_54055,SAT_56556,BIDIR,351.238,1.17,0.117,0.0,100,19,SAT-SAT,UP
429900,SAT_54055,SAT_67339,BIDIR,412.525,1.38,0.138,0.0,100,22,SAT-SAT,UP
429900,SAT_54055,SAT_63587,BIDIR,413.836,1.38,0.138,0.0,100,22,SAT-SAT,UP
429900,SAT_54055,SAT_55455,BIDIR,423.911,1.41,0.141,0.0,100,23,SAT-SAT,UP
429900,SAT_54055,SAT_59756,BIDIR,424.452,1.41,0.141,0.0,100,23,SAT-SAT,UP
